GEO_ID,County_Area,Total_Population,Land_Area_SqMi,population_density
0500000US01069,"Houston County, Alabama",108140,579.826,186.50422713020802
0500000US01071,"Jackson County, Alabama",53053,1078.015,49.213600923920346
0500000US01073,"Jefferson County, Alabama",667755,1111.54,600.7476114219911
0500000US01075,"Lamar County, Alabama",13693,604.846,22.638820460084055
0500000US01077,"Lauderdale County, Alabama",95830,668.018,143.4542182995069
0500000US01079,"Lawrence County, Alabama",33276,690.684,48.17832757092969
0500000US01081,"Lee County, Alabama",181134,607.545,298.1408784534479
0500000US01083,"Limestone County, Alabama",111233,563.404,197.43026318591987
0500000US01085,"Lowndes County, Alabama",9833,716.085,13.731610074223031
0500000US01087,"Macon County, Alabama",18691,608.665,30.70818923381499
0500000US01089,"Madison County, Alabama",405718,801.602,506.1339667316199
0500000US01091,"Marengo County, Alabama",18851,976.898,19.296794547639568
0500000US01093,"Marion County, Alabama",29184,742.342,39.313416188225915
0500000US01095,"Marshall County, Alabama",99748,565.845,176.28149051418674
0500000US01097,"Mobile County, Alabama",412590,1229.374,335.60983069432086
0500000US01099,"Monroe County, Alabama",19388,1025.669,18.902784426554764
0500000US01101,"Montgomery County, Alabama",226718,785.355,288.68218830974524
0500000US01103,"Morgan County, Alabama",124471,579.669,214.7277152995934
0500000US01105,"Perry County, Alabama",8031,719.67,11.159281337279587
0500000US01107,"Pickens County, Alabama",18721,881.408,21.239879828637815
0500000US01109,"Pike County, Alabama",32987,672.067,49.082903936661076
0500000US01111,"Randolph County, Alabama",22510,580.55,38.773576780639054
0500000US01113,"Russell County, Alabama",58811,641.182,91.72278697780037
0500000US01115,"St. Clair County, Alabama",94166,631.57,149.0982788922843
0500000US01117,"Shelby County, Alabama",230211,785.441,293.09776291280946
0500000US01119,"Sumter County, Alabama",11878,903.826,13.141910057909376
0500000US01121,"Talladega County, Alabama",81021,736.817,109.9608179507259
0500000US01123,"Tallapoosa County, Alabama",40938,716.528,57.13384543241855
0500000US01125,"Tuscaloosa County, Alabama",237552,1320.848,179.84809758579337
0500000US01127,"Walker County, Alabama",64841,791.03,81.97034246488755
0500000US01129,"Washington County, Alabama",15143,1080.255,14.017986493929673
0500000US01131,"Wilcox County, Alabama",10172,887.858,11.456787008733379
0500000US01133,"Winston County, Alabama",23682,612.998,38.63307873761415
0500000US02013,"Aleutians East Borough, Alaska",3491,6986.254,0.4996955449944992
0500000US02016,"Aleutians West Census Area, Alaska",5235,4393.026,1.1916615107672934
0500000US02020,"Anchorage Municipality, Alaska",288976,1707.004,169.28841408690315
0500000US02050,"Bethel Census Area, Alaska",18394,40638.578,0.4526241051052524
0500000US02060,"Bristol Bay Borough, Alaska",918,481.952,1.9047540003983798
0500000US02063,"Chugach Census Area, Alaska",6862,9530.193,0.7200273908408781
0500000US02066,"Copper River Census Area, Alaska",2626,24692.42,0.10634842595419972
0500000US02068,"Denali Borough, Alaska",1969,12641.049,0.1557623896561116
0500000US02070,"Dillingham Census Area, Alaska",4724,18333.994,0.2576634420192349
0500000US02090,"Fairbanks North Star Borough, Alaska",95460,7334.752,13.01475496376701
0500000US02100,"Haines Borough, Alaska",2086,2343.605,0.8900817330565518
0500000US02105,"Hoonah-Angoon Census Area, Alaska",2311,6559.711,0.35230210599216943
0500000US02110,"Juneau City and Borough, Alaska",31794,2704.203,11.757253431047891
0500000US02122,"Kenai Peninsula Borough, Alaska",60413,16017.53,3.771680152932443
0500000US02130,"Ketchikan Gateway Borough, Alaska",13768,4857.02,2.8346599355160156
0500000US02150,"Kodiak Island Borough, Alaska",12771,6689.481,1.909116716229555
0500000US02158,"Kusilvak Census Area, Alaska",8176,17077.09,0.47877009490492817
0500000US02164,"Lake and Peninsula Borough, Alaska",1013,23831.86,0.04250612415480789
0500000US02170,"Matanuska-Susitna Borough, Alaska",112988,24707.306,4.573060292368581
0500000US02180,"Nome Census Area, Alaska",9866,22969.508,0.4295259611133159
0500000US02185,"North Slope Borough, Alaska",10810,88823.624,0.12170185715457861
0500000US02188,"Northwest Arctic Borough, Alaska",7441,35663.282,0.208645968141687
0500000US02195,"Petersburg Borough, Alaska",3409,2900.828,1.1751817067402826
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",5715,5267.817,1.0848896231588911
0500000US02220,"Sitka City and Borough, Alaska",8368,2870.063,2.9156154411941477
0500000US02230,"Skagway Municipality, Alaska",1244,433.971,2.866550990734404
0500000US02240,"Southeast Fairbanks Census Area, Alaska",7068,24832.27,0.2846296371616449
0500000US02275,"Wrangell City and Borough, Alaska",2088,2556.131,0.8168595428012102
0500000US02282,"Yakutat City and Borough, Alaska",527,7625.25,0.06911248811514377
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",5195,145581.869,0.03568438869266062
0500000US04001,"Apache County, Arizona",65341,11198.313,5.834896738464089
0500000US04003,"Cochise County, Arizona",125566,6209.863,20.220413880306214
0500000US04005,"Coconino County, Arizona",144508,18616.354,7.76242222295515
0500000US04007,"Gila County, Arizona",53795,4757.578,11.307223969843479
0500000US04009,"Graham County, Arizona",39232,4621.877,8.488326279561312
0500000US04011,"Greenlee County, Arizona",9409,1842.838,5.1057119508063105
0500000US04012,"La Paz County, Arizona",16664,4496.579,3.7059284402653665
0500000US04013,"Maricopa County, Arizona",4559748,9202.016,495.51619992836356
0500000US04015,"Mohave County, Arizona",220517,13332.117,16.540283887397628
0500000US04017,"Navajo County, Arizona",108415,9949.492,10.896536225166068
0500000US04019,"Pima County, Arizona",1060490,9188.683,115.41262224412355
0500000US04021,"Pinal County, Arizona",469006,5366.671,87.39235179499543
0500000US04023,"Santa Cruz County, Arizona",48926,1236.26,39.57581738469254
0500000US04025,"Yavapai County, Arizona",245480,8122.932,30.220614920819234
0500000US04027,"Yuma County, Arizona",211741,5513.82,38.401870209763835
0500000US05001,"Arkansas County, Arkansas",16515,992.14,16.645836273106617
0500000US05003,"Ashley County, Arkansas",18429,925.492,19.912651865170094
0500000US05005,"Baxter County, Arkansas",42407,553.931,76.55646641910273
0500000US05007,"Benton County, Arkansas",303632,847.733,358.1693764428187
0500000US05009,"Boone County, Arkansas",38138,589.723,64.67104047154342
0500000US05011,"Bradley County, Arkansas",10208,649.167,15.724767278681757
0500000US05013,"Calhoun County, Arkansas",4704,628.601,7.4832843091245485
0500000US05015,"Carroll County, Arkansas",28626,629.928,45.443288756810304
0500000US05017,"Chicot County, Arkansas",9765,636.978,15.330199787119808
0500000US05019,"Clark County, Arkansas",21125,865.971,24.394581342793234
0500000US05021,"Clay County, Arkansas",14280,639.224,22.33958674893308
0500000US05023,"Cleburne County, Arkansas",25226,553.959,45.53766614496741
0500000US05025,"Cleveland County, Arkansas",7453,597.91,12.465086718736934
0500000US05027,"Columbia County, Arkansas",22349,766.065,29.17376462832788
0500000US05029,"Conway County, Arkansas",21054,551.917,38.14704022525126
0500000US05031,"Craighead County, Arkansas",113249,707.162,160.14576575098775
0500000US05033,"Crawford County, Arkansas",61139,595.269,102.70818739091067
0500000US05035,"Crittenden County, Arkansas",47266,612.865,77.12302056733539
0500000US05037,"Cross County, Arkansas",16543,616.318,26.841662907784617
0500000US05039,"Dallas County, Arkansas",6242,667.323,9.353791192570915
0500000US05041,"Desha County, Arkansas",10786,741.227,14.551547636553984
0500000US05043,"Drew County, Arkansas",17046,828.667,20.570385933070824
0500000US05045,"Faulkner County, Arkansas",127717,647.243,197.3246524103003
0500000US05047,"Franklin County, Arkansas",17326,608.967,28.451459602901306
0500000US05049,"Fulton County, Arkansas",12302,617.994,19.906342132771513
0500000US05051,"Garland County, Arkansas",100035,677.615,147.62807789083772
0500000US05053,"Grant County, Arkansas",18242,631.888,28.869040083052692
0500000US05055,"Greene County, Arkansas",46432,577.34,80.42401357951987
0500000US05057,"Hempstead County, Arkansas",19508,727.2,26.826182618261825
0500000US05059,"Hot Spring County, Arkansas",33180,614.944,53.95613259093511
0500000US05061,"Howard County, Arkansas",12583,587.332,21.423998692392036
0500000US05063,"Independence County, Arkansas",38175,763.712,49.98612042235817
0500000US05065,"Izard County, Arkansas",14009,580.201,24.145080756496455
0500000US05067,"Jackson County, Arkansas",16712,633.611,26.37580471298636
0500000US05069,"Jefferson County, Arkansas",64802,872.346,74.28474481455753
0500000US05071,"Johnson County, Arkansas",26003,660.99,39.3394756350323
0500000US05073,"Lafayette County, Arkansas",6136,529.472,11.588903662516621
0500000US05075,"Lawrence County, Arkansas",16238,587.528,27.637831728870793
0500000US05077,"Lee County, Arkansas",8359,599.807,13.936149461410087
0500000US05079,"Lincoln County, Arkansas",12950,559.466,23.147072386883206
0500000US05081,"Little River County, Arkansas",11821,531.255,22.251084695673452
0500000US05083,"Logan County, Arkansas",21277,709.115,30.00500624017261
0500000US05085,"Lonoke County, Arkansas",75272,771.45,97.57210447857929
0500000US05087,"Madison County, Arkansas",17329,834.238,20.772249645784534
0500000US05089,"Marion County, Arkansas",17228,596.598,28.87706629925008
0500000US05091,"Miller County, Arkansas",42360,624.04,67.88026408563555
0500000US05093,"Mississippi County, Arkansas",39126,902.093,43.37246824883909
0500000US05095,"Monroe County, Arkansas",6589,607.461,10.84678687191441
0500000US05097,"Montgomery County, Arkansas",8553,780.453,10.959019953796066
0500000US05099,"Nevada County, Arkansas",8159,617.79,13.2067531038055
0500000US05101,"Newton County, Arkansas",7112,821.076,8.661804753762135
0500000US05103,"Ouachita County, Arkansas",22085,732.721,30.141076890112334
0500000US05105,"Perry County, Arkansas",10101,551.336,18.320951289231974
0500000US05107,"Phillips County, Arkansas",15450,690.36,22.37962802016339
0500000US05109,"Pike County, Arkansas",10115,600.335,16.848926016307562
0500000US05111,"Poinsett County, Arkansas",22543,758.295,29.72853572817967
0500000US05113,"Polk County, Arkansas",19361,856.838,22.59586993107215
0500000US05115,"Pope County, Arkansas",64131,810.952,79.08112933934437
0500000US05117,"Prairie County, Arkansas",8064,647.516,12.453746316693334
0500000US05119,"Pulaski County, Arkansas",399818,758.366,527.2098168957997
0500000US05121,"Randolph County, Arkansas",18838,651.913,28.89649385730918
0500000US05123,"St. Francis County, Arkansas",22400,634.784,35.28759389020517
0500000US05125,"Saline County, Arkansas",127479,723.516,176.19375383543695
0500000US05127,"Scott County, Arkansas",9816,892.85,10.994007952063615
0500000US05129,"Searcy County, Arkansas",7859,665.879,11.802444588281054
0500000US05131,"Sebastian County, Arkansas",128900,531.183,242.6658985697961
0500000US05133,"Sevier County, Arkansas",15712,563.569,27.87946107752556
0500000US05135,"Sharp County, Arkansas",17773,604.641,29.394301742686984
0500000US05137,"Stone County, Arkansas",12568,606.44,20.724226634127035
0500000US05139,"Union County, Arkansas",37900,1039.067,36.47503000287758
0500000US05141,"Van Buren County, Arkansas",15998,709.57,22.546049015600996
0500000US05143,"Washington County, Arkansas",256765,941.45,272.7335493122311
0500000US05145,"White County, Arkansas",77838,1033.966,75.28100537154994
0500000US05147,"Woodruff County, Arkansas",6026,585.973,10.283750275183328
0500000US05149,"Yell County, Arkansas",20134,930.386,21.640480402757564
0500000US06001,"Alameda County, California",1649473,737.459,2236.697904561474
0500000US06003,"Alpine County, California",1616,738.34,2.1886935558143943
0500000US06005,"Amador County, California",41428,594.585,69.67548794537366
0500000US06007,"Butte County, California",207929,1636.49,127.05791052802033
0500000US06009,"Calaveras County, California",46248,1020.016,45.34046524760396
0500000US06011,"Colusa County, California",21984,1150.679,19.105241340113096
0500000US06013,"Contra Costa County, California",1165012,716.896,1625.0781145382316
0500000US06015,"Del Norte County, California",27107,1006.202,26.939918624689675
0500000US06017,"El Dorado County, California",192662,1707.841,112.8102674663508
0500000US06019,"Fresno County, California",1016725,5958.383,170.63773846025003
0500000US06021,"Glenn County, California",28494,1313.968,21.685459615454864
0500000US06023,"Humboldt County, California",134541,3568.025,37.70741516665382
0500000US06025,"Imperial County, California",180202,4175.528,43.15669778768098
0500000US06027,"Inyo County, California",18739,10197.261,1.8376503259061427
0500000US06029,"Kern County, California",915075,8134.673,112.49069261911328
0500000US06031,"Kings County, California",153298,1390.972,110.20926373787539
0500000US06033,"Lake County, California",68152,1255.082,54.30083452714643
0500000US06035,"Lassen County, California",30356,4541.369,6.6843280076998814
0500000US06037,"Los Angeles County, California",9808667,4060.246,2415.7814575767084
0500000US06039,"Madera County, California",160940,2136.918,75.31407382033376
0500000US06041,"Marin County, California",257969,520.141,495.9597493756501
0500000US06043,"Mariposa County, California",17082,1448.84,11.790121752574475
0500000US06045,"Mendocino County, California",90244,3506.807,25.73395114130889
0500000US06047,"Merced County, California",290201,1938.004,149.74220899440868
0500000US06049,"Modoc County, California",8600,3948.233,2.178189585062482
0500000US06051,"Mono County, California",13148,3048.904,4.312369297295028
0500000US06053,"Monterey County, California",437613,3281.718,133.34875208655956
0500000US06055,"Napa County, California",134869,751.975,179.35303700255992
0500000US06057,"Nevada County, California",102481,957.76,107.00070998997661
0500000US06059,"Orange County, California",3165820,792.861,3992.906701174607
0500000US06061,"Placer County, California",419156,1407.084,297.8898203660904
0500000US06063,"Plumas County, California",19423,2553.062,7.6077275052466415
0500000US06065,"Riverside County, California",2478600,7209.253,343.808158764854
0500000US06067,"Sacramento County, California",1594006,965.28,1651.3405436764463
0500000US06069,"San Benito County, California",67290,1388.652,48.457064836978596
0500000US06071,"San Bernardino County, California",2197104,20068.167,109.48204686556574
0500000US06073,"San Diego County, California",3288774,4210.46,781.0961272640044
0500000US06075,"San Francisco County, California",830235,46.7,17778.051391862955
0500000US06077,"San Joaquin County, California",797334,1392.238,572.6994953449051
0500000US06079,"San Luis Obispo County, California",281555,3300.842,85.29793307283414
0500000US06081,"San Mateo County, California",742340,448.606,1654.7705558998318
0500000US06083,"Santa Barbara County, California",443701,2733.941,162.29355351852877
0500000US06085,"Santa Clara County, California",1902047,1291.084,1473.2170796013272
0500000US06087,"Santa Cruz County, California",264926,445.106,595.1975484491335
0500000US06089,"Shasta County, California",181436,3775.651,48.05422958848686
0500000US06091,"Sierra County, California",2746,953.168,2.880919208366206
0500000US06093,"Siskiyou County, California",43466,6278.767,6.922696765145131
0500000US06095,"Solano County, California",451918,821.736,549.9552167606141
0500000US06097,"Sonoma County, California",485040,1575.337,307.8960247870773
0500000US06099,"Stanislaus County, California",553990,1496.15,370.2770444139959
0500000US06101,"Sutter County, California",98857,602.696,164.02464924273596
0500000US06103,"Tehama County, California",65167,2949.137,22.09697277542549
0500000US06105,"Trinity County, California",15860,3179.268,4.988569695917425
0500000US06107,"Tulare County, California",478693,4823.899,99.23362823309526
0500000US06109,"Tuolumne County, California",54498,2220.911,24.538578988532183
0500000US06111,"Ventura County, California",837469,1840.775,454.954570765031
0500000US06113,"Yolo County, California",220564,1012.988,217.73604425718764
0500000US06115,"Yuba County, California",84507,632.006,133.71233817400469
0500000US08001,"Adams County, Colorado",530225,1166.74,454.4500059996229
0500000US08003,"Alamosa County, Colorado",16581,722.645,22.944876114828165
0500000US08005,"Arapahoe County, Colorado",659844,797.884,826.9923948844694
0500000US08007,"Archuleta County, Colorado",13900,1350.088,10.295625174062728
0500000US08009,"Baca County, Colorado",3428,2554.993,1.3416866504135236
0500000US08011,"Bent County, Colorado",5549,1512.847,3.667918831183854
0500000US08013,"Boulder County, Colorado",328961,726.385,452.8741645270759
0500000US08014,"Broomfield County, Colorado",76304,32.968,2314.486775054598
0500000US08015,"Chaffee County, Colorado",20178,1013.408,19.91103287126212
0500000US08017,"Cheyenne County, Colorado",1741,1778.276,0.9790381245655905
0500000US08019,"Clear Creek County, Colorado",9262,395.073,23.443768619976563
0500000US08021,"Conejos County, Colorado",7530,1287.428,5.848870771802384
0500000US08023,"Costilla County, Colorado",3607,1227.593,2.9382702573246995
0500000US08025,"Crowley County, Colorado",5647,787.428,7.171449326160614
0500000US08027,"Custer County, Colorado",5247,738.626,7.103730440033251
0500000US08029,"Delta County, Colorado",31598,1142.125,27.665973514282587
0500000US08031,"Denver County, Colorado",718877,153.074,4696.271084573474
0500000US08033,"Dolores County, Colorado",2432,1067.17,2.2789246324390677
0500000US08035,"Douglas County, Colorado",377150,840.888,448.51395191749674
0500000US08037,"Eagle County, Colorado",55135,1684.47,32.73136357429934
0500000US08039,"Elbert County, Colorado",27874,1850.086,15.066326646436977
0500000US08041,"El Paso County, Colorado",742999,2126.416,349.41375535172796
0500000US08043,"Fremont County, Colorado",49634,1533.835,32.35941284427595
0500000US08045,"Garfield County, Colorado",62479,2947.425,21.19782522031943
0500000US08047,"Gilpin County, Colorado",5901,150.023,39.33396879145198
0500000US08049,"Grand County, Colorado",15895,1846.447,8.608424720557915
0500000US08051,"Gunnison County, Colorado",17241,3239.14,5.322709114147583
0500000US08053,"Hinsdale County, Colorado",1005,1117.231,0.8995453939248016
0500000US08055,"Huerfano County, Colorado",6972,1591.033,4.382058700228091
0500000US08057,"Jackson County, Colorado",1372,1613.726,0.8502062927659342
0500000US08059,"Jefferson County, Colorado",579377,764.383,757.9668830939463
0500000US08061,"Kiowa County, Colorado",1376,1767.809,0.7783646310206589
0500000US08063,"Kit Carson County, Colorado",7023,2160.822,3.2501520254791925
0500000US08065,"Lake County, Colorado",7380,376.919,19.579803618284036
0500000US08067,"La Plata County, Colorado",56331,1689.682,33.33822577266018
0500000US08069,"Larimer County, Colorado",367368,2595.747,141.52688994728686
0500000US08071,"Las Animas County, Colorado",14413,4772.938,3.0197333382499414
0500000US08073,"Lincoln County, Colorado",5550,2577.73,2.153057147179883
0500000US08075,"Logan County, Colorado",20892,1838.599,11.362999762319028
0500000US08077,"Mesa County, Colorado",158601,3328.721,47.64622808580233
0500000US08079,"Mineral County, Colorado",729,875.76,0.8324198410523431
0500000US08081,"Moffat County, Colorado",13207,4743.244,2.7843813221499887
0500000US08083,"Montezuma County, Colorado",26412,2029.349,13.015011217883174
0500000US08085,"Montrose County, Colorado",43807,2240.946,19.548440703167323
0500000US08087,"Morgan County, Colorado",29520,1280.485,23.05376478443715
0500000US08089,"Otero County, Colorado",18321,1261.946,14.518053862843578
0500000US08091,"Ouray County, Colorado",5087,540.671,9.408679215271393
0500000US08093,"Park County, Colorado",17907,2193.51,8.163628157610404
0500000US08095,"Phillips County, Colorado",4496,687.928,6.53556767568699
0500000US08097,"Pitkin County, Colorado",16985,970.701,17.49766405927263
0500000US08099,"Prowers County, Colorado",11910,1638.407,7.269256051762475
0500000US08101,"Pueblo County, Colorado",169356,2386.591,70.96146763312188
0500000US08103,"Rio Blanco County, Colorado",6544,3220.971,2.031685476211987
0500000US08105,"Rio Grande County, Colorado",11321,911.956,12.413976112882638
0500000US08107,"Routt County, Colorado",25084,2362.02,10.61972379573416
0500000US08109,"Saguache County, Colorado",6580,3168.566,2.076649184520695
0500000US08111,"San Juan County, Colorado",724,387.516,1.8683099536535264
0500000US08113,"San Miguel County, Colorado",7968,1286.725,6.192465367502769
0500000US08115,"Sedgwick County, Colorado",2304,548.041,4.204065024332121
0500000US08117,"Summit County, Colorado",31017,608.328,50.9872963269815
0500000US08119,"Teller County, Colorado",24825,557.141,44.55784083382842
0500000US08121,"Washington County, Colorado",4831,2518.084,1.9185221779734116
0500000US08123,"Weld County, Colorado",350396,3984.958,87.92965948449142
0500000US08125,"Yuma County, Colorado",9979,2364.399,4.220522847455104
0500000US09110,"Capitol Planning Region, Connecticut",977290,1027.349,951.2736178260748
0500000US09120,"Greater Bridgeport Planning Region, Connecticut",329259,140.181,2348.8133199221006
0500000US09130,"Lower Connecticut River Valley Planning Region, Connecticut",175822,424.115,414.5620881128939
0500000US09140,"Naugatuck Valley Planning Region, Connecticut",454969,412.784,1102.1963060583744
0500000US09150,"Northeastern Connecticut Planning Region, Connecticut",96312,553.895,173.88133129925347
0500000US09160,"Northwest Hills Planning Region, Connecticut",113216,786.642,143.92315691254726
0500000US09170,"South Central Connecticut Planning Region, Connecticut",570598,367.169,1554.0473188095946
0500000US09180,"Southeastern Connecticut Planning Region, Connecticut",279971,598.135,468.07326105310676
0500000US09190,"Western Connecticut Planning Region, Connecticut",627071,532.127,1178.4235718165025
0500000US10001,"Kent County, Delaware",187604,586.061,320.11002267682034
0500000US10003,"New Castle County, Delaware",577961,426.337,1355.6435402041109
0500000US10005,"Sussex County, Delaware",255626,936.146,273.0621078336072
0500000US11001,"District of Columbia, District of Columbia",681294,61.126,11145.731767169455
0500000US12001,"Alachua County, Florida",285492,875.645,326.03623614592675
0500000US12003,"Baker County, Florida",28430,585.23,48.57919108726483
0500000US12005,"Bay County, Florida",186393,758.598,245.7072125157198
0500000US12007,"Bradford County, Florida",27885,293.966,94.85790873774518
0500000US12009,"Brevard County, Florida",632780,1014.97,623.4469984334512
0500000US12011,"Broward County, Florida",1977129,1202.909,1643.6230837079113
0500000US12013,"Calhoun County, Florida",13492,567.336,23.781321826924433
0500000US12015,"Charlotte County, Florida",201064,681.118,295.1970143205729
0500000US12017,"Citrus County, Florida",162472,581.912,279.2037283987957
0500000US12019,"Clay County, Florida",227584,604.598,376.42201925907796
0500000US12021,"Collier County, Florida",398291,1996.848,199.45984872158522
0500000US12023,"Columbia County, Florida",71789,797.377,90.03144058582076
0500000US12027,"DeSoto County, Florida",35386,636.695,55.57763136195509
0500000US12029,"Dixie County, Florida",17058,705.035,24.194543533299765
0500000US12031,"Duval County, Florida",1023153,762.617,1341.6341361391105
0500000US12033,"Escambia County, Florida",325923,656.994,496.08215600142466
0500000US12035,"Flagler County, Florida",126528,486.191,260.24340228428747
0500000US12037,"Franklin County, Florida",12553,544.999,23.033069785449147
0500000US12039,"Gadsden County, Florida",43710,516.375,84.64778503994191
0500000US12041,"Gilchrist County, Florida",19040,349.695,54.44744706101031
0500000US12043,"Glades County, Florida",12563,806.822,15.57096856555721
0500000US12045,"Gulf County, Florida",15131,553.461,27.338873019056447
0500000US12047,"Hamilton County, Florida",13616,514.295,26.475077533322317
0500000US12049,"Hardee County, Florida",25675,637.569,40.270151152267445
0500000US12051,"Hendry County, Florida",42382,1155.95,36.66421558025866
0500000US12053,"Hernando County, Florida",207018,472.966,437.70165297294096
0500000US12055,"Highlands County, Florida",105702,1017.66,103.86769648016038
0500000US12057,"Hillsborough County, Florida",1522748,1022.502,1489.2371848661421
0500000US12059,"Holmes County, Florida",19513,478.857,40.74911716859104
0500000US12061,"Indian River County, Florida",166936,502.527,332.19309609234926
0500000US12063,"Jackson County, Florida",48250,918.23,52.5467475469109
0500000US12065,"Jefferson County, Florida",15091,598.079,25.232452568975003
0500000US12067,"Lafayette County, Florida",8161,543.345,15.019922885091423
0500000US12069,"Lake County, Florida",412924,952.13,433.68447585938895
0500000US12071,"Lee County, Florida",817666,781.026,1046.912650795236
0500000US12073,"Leon County, Florida",297542,668.428,445.13694818290077
0500000US12075,"Levy County, Florida",45391,1118.254,40.59095697399697
0500000US12077,"Liberty County, Florida",7687,835.563,9.199785055106558
0500000US12079,"Madison County, Florida",18089,696.529,25.97020368139733
0500000US12081,"Manatee County, Florida",429792,742.762,578.6402643107753
0500000US12083,"Marion County, Florida",400078,1588.422,251.87135408600486
0500000US12085,"Martin County, Florida",162176,543.822,298.2152248345966
0500000US12086,"Miami-Dade County, Florida",2738356,1899.925,1441.2968932984197
0500000US12087,"Monroe County, Florida",81860,983.034,83.27280643395854
0500000US12089,"Nassau County, Florida",97859,648.681,150.85843426892416
0500000US12091,"Okaloosa County, Florida",216599,929.862,232.9367153405559
0500000US12093,"Okeechobee County, Florida",40816,769.286,53.056990508081526
0500000US12095,"Orange County, Florida",1471937,902.992,1630.0664900685722
0500000US12097,"Osceola County, Florida",427415,1327.542,321.95968187823814
0500000US12099,"Palm Beach County, Florida",1533806,1964.292,780.8441922076759
0500000US12101,"Pasco County, Florida",611444,746.604,818.966949011792
0500000US12103,"Pinellas County, Florida",963481,273.782,3519.1539253858914
0500000US12105,"Polk County, Florida",790694,1798.119,439.7339664393736
0500000US12107,"Putnam County, Florida",75164,728.354,103.19707175357037
0500000US12109,"St. Johns County, Florida",306934,600.641,511.01073686278494
0500000US12111,"St. Lucie County, Florida",360500,571.873,630.3847182853535
0500000US12113,"Santa Rosa County, Florida",198472,1012.401,196.04089683830816
0500000US12115,"Sarasota County, Florida",459547,556.006,826.5144620741503
0500000US12117,"Seminole County, Florida",481470,309.379,1556.2465454992096
0500000US12119,"Sumter County, Florida",143408,557.144,257.3984463621613
0500000US12121,"Suwannee County, Florida",45342,688.586,65.84798412979642
0500000US12123,"Taylor County, Florida",21503,1043.337,20.60983172263612
0500000US12125,"Union County, Florida",15701,243.555,64.46593171973475
0500000US12127,"Volusia County, Florida",579622,1101.116,526.3950392147603
0500000US12129,"Wakulla County, Florida",35387,606.418,58.35413856448852
0500000US12131,"Walton County, Florida",82948,1038.298,79.88843280060253
0500000US12133,"Washington County, Florida",25529,584.677,43.663424420663034
0500000US13001,"Appling County, Georgia",18493,508.262,36.384777929493055
0500000US13003,"Atkinson County, Georgia",8337,342.718,24.326122351320908
0500000US13005,"Bacon County, Georgia",11109,284.082,39.10490632986251
0500000US13007,"Baker County, Georgia",2790,341.957,8.15892056603608
0500000US13009,"Baldwin County, Georgia",43642,258.699,168.69798491683383
0500000US13011,"Banks County, Georgia",19264,232.616,82.81459572858273
0500000US13013,"Barrow County, Georgia",89886,161.037,558.1698615846047
0500000US13015,"Bartow County, Georgia",113113,458.912,246.48080677777006
0500000US13017,"Ben Hill County, Georgia",17089,250.118,68.32375118943858
0500000US13019,"Berrien County, Georgia",18352,453.376,40.4785431959345
